"","launched","state","backers","duration_days","mean_pledged","percent_pledged","pledged_byday","usd_goal_lvl","region","percent_pledged_lvl"
"104342","March","failed",34,45,273.323529411765,26.5514285714286,206.511111111111,">=10000 & <50000","North America","<100"
"104346","October","failed",7,30,41.4357142857143,1.96001316361194,9.66833333333333,">=10000 & <50000","North America","<100"
"104386","August","failed",13,31,23.0669230769231,2.031990621686,9.67322580645161,">=10000 & <50000","Europe","<100"
"104423","May","successful",673,25,32.4338781575037,727.6,873.12,">=2000 & <10000","North America",">100"
"104441","April","successful",232,12,79.2383189655173,2536.99093305364,1531.94083333333,"<2000","Europe",">100"
"104500","March","failed",120,45,41.9466666666667,29.3666874556241,111.857777777778,">=10000 & <50000","Europe","<100"
"104536","October","failed",1,30,1.09,0.00333271163483265,0.0363333333333333,">=10000 & <50000","Europe","<100"
"104592","August","successful",199,29,29.9447236180905,794.533333333333,205.48275862069,"<2000","North America",">100"
"104608","May","successful",9869,29,33.7670270544128,666.49358,11491.2686206897,">=50000 & <100000","North America",">100"
"104616","July","successful",16,17,63.125,101,59.4117647058824,"<2000","North America",">100"
"104625","December","successful",100,30,64.03,128.06,213.433333333333,">=2000 & <10000","North America",">100"
"104626","May","successful",297,30,51.3759932659933,273.05991556953,508.622333333333,">=2000 & <10000","Europe",">100"
"104645","May","successful",67,30,31.2377611940298,600.002866808096,69.7643333333333,"<2000","Asia & Pacific",">100"
"104653","January","failed",1,52,1,0.25,0.0192307692307692,"<2000","North America","<100"
"104654","February","failed",6,30,63.6,74.1662131695561,12.72,"<2000","Europe","<100"
"104683","April","successful",109,14,44.3487155963303,378.301325695325,345.286428571429,"<2000","Europe",">100"
"104686","September","failed",15,20,16.234,1.15557643575069,12.1755,">=10000 & <50000","Europe","<100"
"104712","September","failed",2,30,42.36,1.83328608741001,2.824,">=2000 & <10000","Europe","<100"
"104773","October","failed",25,30,80.3296,32.580089909004,66.9413333333333,">=2000 & <10000","Europe","<100"
"104790","September","failed",4,30,8,25.6,1.06666666666667,"<2000","North America","<100"
"104796","June","failed",3,14,15.86,14.3321886860654,3.39857142857143,"<2000","Europe","<100"
"104829","August","failed",30,34,119.384,34.5374857159388,105.338823529412,">=10000 & <50000","Europe","<100"
"104832","November","successful",841,35,39.2294887039239,329.92,942.628571428571,">=10000 & <50000","North America",">100"
"104840","August","failed",7,33,28.7357142857143,0.396325785115174,6.09545454545455,">=50000 & <100000","Europe","<100"
"104862","November","failed",435,30,80.6896551724138,35.1,1170,">=100000","North America","<100"
"104873","December","failed",124,12,12.5887096774194,54.107452339688,130.083333333333,">=2000 & <10000","North America","<100"
"104878","April","successful",131,30,26.842213740458,100.466571428571,117.211,">=2000 & <10000","North America",">100"
"104915","April","failed",99,34,41.030303030303,13.54,119.470588235294,">=10000 & <50000","North America","<100"
"104935","January","successful",3958,18,63.5341081354219,628.67,13970.4444444444,">=10000 & <50000","North America",">100"
"104936","October","successful",320,21,55.04865625,473.259487719562,838.836666666667,">=2000 & <10000","North America",">100"
"104957","September","failed",94,30,73.2127659574468,45.88,229.4,">=10000 & <50000","North America","<100"
"104962","August","successful",41,42,58.3170731707317,113.857142857143,56.9285714285714,">=2000 & <10000","North America",">100"
"104966","March","failed",0,27,0,0,0,">=2000 & <10000","Europe","<100"
"104981","October","failed",88,33,28.25,16.5733333333333,75.3333333333333,">=10000 & <50000","North America","<100"
"105024","February","failed",236,30,50.5806355932203,28.8428459072958,397.901,">=10000 & <50000","Europe","<100"
"105048","March","successful",98,30,149.408163265306,146.42,488.066666666667,">=10000 & <50000","North America",">100"
"105089","November","successful",189,30,78.8412698412698,596.04,496.7,">=2000 & <10000","North America",">100"
"105107","July","successful",429,22,37.7622377622378,270,736.363636363636,">=2000 & <10000","North America",">100"
"105108","March","failed",10,28,147.5,3.6875,52.6785714285714,">=10000 & <50000","North America","<100"
"105136","December","successful",491,36,47.3216904276986,129.083055555556,645.415277777778,">=10000 & <50000","North America",">100"
"105163","September","failed",2,60,10,0.0285714285714286,0.333333333333333,">=50000 & <100000","North America","<100"
"105221","October","successful",242,13,61.2024380165289,493.699666666667,1139.30692307692,">=2000 & <10000","North America",">100"
"105226","October","failed",212,32,43.561320754717,13.5808823529412,288.59375,">=50000 & <100000","North America","<100"
"105253","April","successful",619,7,4.75347334410339,3954.30721677194,420.342857142857,"<2000","Europe",">100"
"105315","May","successful",394,31,36.6218274111675,151.884210526316,465.451612903226,">=2000 & <10000","North America",">100"
"105334","May","failed",214,27,58.695,56.4063011517264,465.212222222222,">=10000 & <50000","Europe","<100"
"105368","July","failed",5,30,23.824,7.64987316571942,3.97066666666667,"<2000","North America","<100"
"105369","October","failed",33,31,20.9393939393939,27.64,22.2903225806452,">=2000 & <10000","North America","<100"
"105386","November","failed",268,29,56.9194776119403,14.4103414544749,526.014482758621,">=100000","Asia & Pacific","<100"
"105408","October","failed",152,30,21.8223684210526,44.2266666666667,110.566666666667,">=2000 & <10000","North America","<100"
"105414","March","failed",3,45,3,0.45,0.2,">=2000 & <10000","North America","<100"
"105416","April","successful",836,30,37.0142105263158,275.669309576837,1031.46266666667,">=10000 & <50000","North America",">100"
"105424","June","successful",28,30,91.6428571428571,102.64,85.5333333333333,">=2000 & <10000","North America",">100"
"105463","August","successful",80,30,28.9125,154.2,77.1,"<2000","North America",">100"
"105464","March","failed",0,31,0,0,0,">=50000 & <100000","North America","<100"
"105491","June","failed",14,4,12.8571428571429,72,45,"<2000","North America","<100"
"105499","November","successful",47,30,54.2614893617021,224.333453550663,85.0096666666667,"<2000","Europe",">100"
"105502","January","successful",3779,29,19.0174649378142,2874.68,2478.1724137931,">=2000 & <10000","North America",">100"
"105518","November","successful",15,42,134.089333333333,102.624623705291,47.8890476190476,"<2000","Europe",">100"
"105542","August","failed",25,20,12.04,30.1,15.05,"<2000","North America","<100"
"105559","April","successful",98,30,40.5408163265306,158.92,132.433333333333,">=2000 & <10000","North America",">100"
"105613","July","failed",30,30,39.1873333333333,3.85250618369811,39.1873333333333,">=10000 & <50000","North America","<100"
"105616","April","failed",77,31,21.9223376623377,3.30555563714907,54.4522580645161,">=50000 & <100000","Europe","<100"
"105634","May","failed",19,21,14.2557894736842,7.43998242048014,12.8980952380952,">=2000 & <10000","Asia & Pacific","<100"
"105665","October","successful",556,32,22.5701438848921,156.8625,392.15625,">=2000 & <10000","North America",">100"
"105708","January","failed",0,60,0,0,0,">=2000 & <10000","North America","<100"
"105748","September","successful",524,22,58.2385496183206,101.723333333333,1387.13636363636,">=10000 & <50000","North America",">100"
"105749","October","failed",6,24,45.92,30.3339241872089,11.48,"<2000","Europe","<100"
"105753","October","failed",11,30,52.6272727272727,5.31002024393622,19.2966666666667,">=10000 & <50000","Europe","<100"
"105754","April","successful",108,20,42.7150925925926,117.485732039943,230.6615,">=2000 & <10000","Europe",">100"
"105816","July","failed",3,40,18.1066666666667,0.0353865547899109,1.358,">=100000","Europe","<100"
"105825","June","successful",264,22,26.018446969697,201.170023956936,312.221363636364,">=2000 & <10000","Asia & Pacific",">100"
"105828","February","successful",420,31,51.6047619047619,216.74,699.161290322581,">=10000 & <50000","North America",">100"
"105848","October","failed",5,45,16.896,9.33367215034637,1.87733333333333,"<2000","Europe","<100"
"105865","February","failed",0,30,0,0,0,">=10000 & <50000","North America","<100"
"105919","February","successful",654,34,52.7935779816514,215.79375,1015.5,">=10000 & <50000","North America",">100"
"105939","September","successful",224,27,32.6628125,189.160183770396,270.98037037037,">=2000 & <10000","North America",">100"
"106010","February","successful",377,21,79.5835543766578,150.015,1428.71428571429,">=10000 & <50000","North America",">100"
"106028","March","failed",2,60,3,12,0.1,"<2000","North America","<100"
"106049","August","failed",3,30,7.99666666666667,0.204987370932295,0.799666666666667,">=10000 & <50000","Europe","<100"
"106067","August","failed",14,15,112.571428571429,52.5333333333333,105.066666666667,">=2000 & <10000","North America","<100"
"106093","September","failed",10,28,43.6,0.436,15.5714285714286,">=100000","North America","<100"
"106104","July","successful",552,30,110.545289855072,277.368181818182,2034.03333333333,">=10000 & <50000","North America",">100"
"106148","March","successful",1556,16,43.9865038560411,684.43,4277.6875,">=10000 & <50000","North America",">100"
"106149","June","successful",564,39,37.2310815602837,104.99165,538.418717948718,">=10000 & <50000","North America",">100"
"106152","November","successful",116,60,109.991379310345,102.072,212.65,">=10000 & <50000","North America",">100"
"106159","February","failed",19,35,37.2105263157895,70.7,20.2,"<2000","North America","<100"
"106171","July","failed",2,30,6.195,1.09957401490948,0.413,"<2000","Europe","<100"
"106193","September","successful",49,27,32.8775510204082,107.4,59.6666666666667,"<2000","North America",">100"
"106223","November","failed",10,30,107.72,38.4714285714286,35.9066666666667,">=2000 & <10000","North America","<100"
"106240","July","successful",534,30,34.6011235955056,127.427586206897,615.9,">=10000 & <50000","North America",">100"
"106243","March","failed",0,30,0,0,0,">=2000 & <10000","Europe","<100"
"106252","July","failed",0,30,0,0,0,"<2000","Europe","<100"
"106268","April","failed",3,30,20.3333333333333,0.0722748815165877,2.03333333333333,">=50000 & <100000","North America","<100"
"106294","May","successful",105,42,58.8197142857143,110.999940690471,147.049285714286,">=2000 & <10000","Europe",">100"
"106333","July","failed",19,30,33.2268421052632,45.0401666595323,21.0436666666667,"<2000","Latin America","<100"
"106341","August","successful",309,22,48.7766990291262,125.6,685.090909090909,">=10000 & <50000","North America",">100"
"106351","May","failed",12,20,31.75,7.62,19.05,">=2000 & <10000","North America","<100"
"106369","May","successful",968,23,46.0172830578512,424.358385665945,1936.72739130435,">=10000 & <50000","Europe",">100"
"106384","April","failed",4,30,20.9925,15,2.799,"<2000","Europe","<100"
"106397","September","failed",1,30,1,0.0333333333333333,0.0333333333333333,">=2000 & <10000","North America","<100"
"106403","November","successful",24,45,45.1795833333333,102.399660024554,24.0957777777778,"<2000","Europe",">100"
"106447","September","successful",382,30,47.3256282722513,328.698,602.613,">=2000 & <10000","North America",">100"
"106475","April","failed",280,32,25.0975714285714,15.3500088247064,219.60375,">=10000 & <50000","North America","<100"
"106491","June","failed",1,30,45,1.18421052631579,1.5,">=2000 & <10000","North America","<100"
"106528","April","failed",3,60,56.1433333333333,0.0359533889703294,2.80716666666667,">=100000","Europe","<100"
"106534","November","successful",48,20,19.3514583333333,272.403882811813,46.4435,"<2000","Asia & Pacific",">100"
"106539","May","successful",1680,29,35.9505952380952,503.308333333333,2082.65517241379,">=10000 & <50000","North America",">100"
"106544","August","successful",23,7,17.8695652173913,137,58.7142857142857,"<2000","North America",">100"
"106547","March","successful",140,30,26.0785714285714,521.571428571429,121.7,"<2000","North America",">100"
"106550","November","failed",12,20,30.03,18.3999836607982,18.018,"<2000","North America","<100"
"106582","August","failed",0,28,0,0,0,">=2000 & <10000","Asia & Pacific","<100"
"106584","March","failed",2,30,30,0.2,2,">=10000 & <50000","North America","<100"
"106605","February","failed",13,60,396.076923076923,1.98038461538462,85.8166666666667,">=100000","North America","<100"
"106636","May","successful",71,30,16.719014084507,182.555671751969,39.5683333333333,"<2000","Asia & Pacific",">100"
"106649","May","successful",222,22,115.788288288288,1028.2,1168.40909090909,">=2000 & <10000","North America",">100"
"106727","April","successful",407,30,62.7788697788698,425.85,851.7,">=2000 & <10000","North America",">100"
"106754","October","successful",153,25,168.675490196078,100.007013997769,1032.294,">=10000 & <50000","Europe",">100"
"106849","May","successful",1818,31,62.0072937293729,355.875054930068,3636.42774193548,">=10000 & <50000","Europe",">100"
"106861","March","failed",5,30,39.916,17.6002680870577,6.65266666666667,"<2000","Europe","<100"
"106871","June","failed",1,30,200,0.4,6.66666666666667,">=50000 & <100000","North America","<100"
"106898","March","successful",89,30,85.6852808988764,263.108521194306,254.199666666667,">=2000 & <10000","Europe",">100"
"106914","June","successful",34,30,32.2058823529412,219,36.5,"<2000","North America",">100"
"106922","May","failed",202,31,46.8663366336634,59.16875,305.387096774194,">=10000 & <50000","North America","<100"
"106934","December","failed",4,60,53.25,4.00001502353061,3.55,">=2000 & <10000","Europe","<100"
"106944","May","successful",57,21,36.1754385964912,206.2,98.1904761904762,"<2000","North America",">100"
"106948","March","successful",3402,30,46.3979923574368,354.443137313901,5261.53233333333,">=10000 & <50000","North America",">100"
"106963","June","successful",100,31,46.4637,100.169882871365,149.882903225806,">=2000 & <10000","Europe",">100"
"106989","April","failed",20,35,191.6,25.5466666666667,109.485714285714,">=10000 & <50000","North America","<100"
"107016","October","successful",133,31,42.636015037594,106.700147332492,182.922258064516,">=2000 & <10000","Europe",">100"
"107030","January","failed",11,60,16.3554545454545,0.065600942150733,2.9985,">=100000","Europe","<100"
"107036","January","successful",218,33,32.348623853211,141.04,213.69696969697,">=2000 & <10000","North America",">100"
"107071","June","successful",30,31,70,105,67.741935483871,">=2000 & <10000","North America",">100"
"107184","September","successful",334,22,42.1047904191617,281.26,639.227272727273,">=2000 & <10000","North America",">100"
"107205","February","successful",2281,33,155.170328803157,353.94352,10725.5612121212,">=100000","North America",">100"
"107232","May","successful",571,30,20.2604378283713,144.608875,385.623666666667,">=2000 & <10000","North America",">100"
"107239","July","failed",1,30,0.79,0.0100424835188862,0.0263333333333333,">=2000 & <10000","North America","<100"
"107242","March","successful",113,30,96.7964601769911,109.38,364.6,">=10000 & <50000","North America",">100"
"107247","May","successful",1960,30,21.2710204081633,115.808888888889,1389.70666666667,">=10000 & <50000","North America",">100"
"107252","November","failed",0,30,0,0,0,">=2000 & <10000","North America","<100"
"107286","January","successful",870,30,32.9689655172414,286.83,956.1,">=10000 & <50000","North America",">100"
"107303","March","successful",24,24,11.25,108,11.25,"<2000","North America",">100"
"107332","July","failed",5,60,8.802,0.981743716037155,0.7335,">=2000 & <10000","North America","<100"
"107410","November","successful",191,60,32.9162303664921,209.566666666667,104.783333333333,">=2000 & <10000","North America",">100"
"107495","September","failed",3,36,36.0033333333333,2.70003399728022,3.00027777777778,">=2000 & <10000","North America","<100"
"107606","November","successful",94,7,32.7497872340426,652.496820686732,439.782857142857,"<2000","Europe",">100"
"107615","May","successful",83,30,81.3132530120482,599.911111111111,224.966666666667,"<2000","North America",">100"
"107624","July","successful",209,21,28.9755502392345,149.53848661142,288.375714285714,">=2000 & <10000","Europe",">100"
"107666","July","failed",71,20,57.939014084507,21.8880110161821,205.6835,">=10000 & <50000","Asia & Pacific","<100"
"107688","July","failed",46,36,55.2173913043478,16.9333333333333,70.5555555555556,">=10000 & <50000","North America","<100"
"107697","May","successful",521,15,70.8439539347409,423.106551269559,2460.64666666667,">=2000 & <10000","Europe",">100"
"107719","January","successful",348,30,24.4866091954023,587.678620689655,284.044666666667,"<2000","North America",">100"
"107722","June","failed",4,30,5.75,0.046,0.766666666666667,">=50000 & <100000","North America","<100"
"107731","August","failed",22,60,101.863636363636,5.74615384615385,37.35,">=10000 & <50000","North America","<100"
"107783","March","successful",1498,30,93.5393858477971,467.073333333333,4670.73333333333,">=10000 & <50000","North America",">100"
"107799","November","failed",18,30,633.888888888889,11.41,380.333333333333,">=100000","North America","<100"
"107806","December","successful",39,7,22.7120512820513,296.999061158798,126.538571428571,"<2000","Europe",">100"
"107851","May","successful",195,6,14.7230769230769,287.1,478.5,"<2000","North America",">100"
"107858","March","failed",23,30,96.8995652173913,27.1699681936712,74.2896666666667,">=2000 & <10000","North America","<100"
"107863","March","failed",7,30,7.82857142857143,1.35123472771881,1.82666666666667,">=2000 & <10000","Europe","<100"
"107910","August","failed",99,20,36.3232323232323,35.96,179.8,">=10000 & <50000","North America","<100"
"107917","May","failed",2,30,22,0.366666666666667,1.46666666666667,">=10000 & <50000","North America","<100"
"107922","April","failed",4,59,3.365,0.599979495500154,0.228135593220339,">=2000 & <10000","Europe","<100"
"107935","November","successful",965,33,77.3242797927461,1000.90985793446,2261.14939393939,">=2000 & <10000","Europe",">100"
"107959","February","successful",51,10,70,1428,357,"<2000","North America",">100"
"107985","August","successful",2527,29,83.1453146022952,700.3607,7245.11068965517,">=10000 & <50000","North America",">100"
"108012","July","failed",8,29,17.5,2.8,4.82758620689655,">=2000 & <10000","North America","<100"
"108087","November","failed",1,43,2.2,0.85673118112076,0.0511627906976744,"<2000","Asia & Pacific","<100"
"108097","March","successful",585,30,33.6286837606838,139.06100784131,655.759333333333,">=10000 & <50000","Europe",">100"
"108106","March","failed",2,30,112.5,0.375,7.5,">=50000 & <100000","North America","<100"
"108134","June","successful",165,30,33.3406060606061,119.371246050759,183.373333333333,">=2000 & <10000","Europe",">100"
"108144","July","successful",65,11,105.907692307692,2753.6,625.818181818182,"<2000","North America",">100"
"108153","November","failed",63,30,26.7457142857143,16.8823153393436,56.166,">=2000 & <10000","Europe","<100"
"108180","October","successful",36,30,85.2222222222222,102.266666666667,102.266666666667,">=2000 & <10000","North America",">100"
"108247","June","failed",1,60,100,0.0769230769230769,1.66666666666667,">=100000","North America","<100"
"108248","March","successful",171,30,19.4561403508772,665.4,110.9,"<2000","North America",">100"
"108295","March","failed",27,30,29.5555555555556,8.86666666666667,26.6,">=2000 & <10000","North America","<100"
"108317","May","failed",2,30,13,1.52941176470588,0.866666666666667,"<2000","North America","<100"
"108326","June","failed",1,30,0.72,0.0283988940208495,0.024,">=2000 & <10000","Asia & Pacific","<100"
"108334","March","failed",20,30,71.55,4.08857142857143,47.7,">=10000 & <50000","North America","<100"
"108349","December","failed",14,30,18.5714285714286,5.2,8.66666666666667,">=2000 & <10000","North America","<100"
"108359","June","failed",1,45,250,2.5,5.55555555555556,">=10000 & <50000","North America","<100"
"108374","March","failed",1,30,1,0.0666666666666667,0.0333333333333333,"<2000","North America","<100"
"108398","May","failed",1,30,1.33,0.0100129038475148,0.0443333333333333,">=10000 & <50000","Europe","<100"
"108406","April","successful",147,30,21.268231292517,547.200490067384,104.214333333333,"<2000","Europe",">100"
"108410","July","failed",34,30,46.0294117647059,31.3,52.1666666666667,">=2000 & <10000","North America","<100"
"108453","November","failed",99,30,56.1111111111111,61.7222222222222,185.166666666667,">=2000 & <10000","North America","<100"
"108470","May","successful",31,30,194.516129032258,101.191475079711,201,">=2000 & <10000","North America",">100"
"108488","May","successful",118,30,43.6457627118644,1537.32724396287,171.673333333333,"<2000","Europe",">100"
"108493","March","failed",22,31,29.0909090909091,35.5555555555556,20.6451612903226,"<2000","North America","<100"
"108499","December","failed",4,30,29,1.16,3.86666666666667,">=10000 & <50000","North America","<100"
"108535","October","successful",65,23,156.145538461538,449.532726837867,441.280869565217,">=2000 & <10000","Europe",">100"
"108585","January","failed",6,60,16.1666666666667,0.97,1.61666666666667,">=10000 & <50000","North America","<100"
"108635","July","failed",1,45,20,0.0246913580246914,0.444444444444444,">=50000 & <100000","North America","<100"
"108669","May","failed",4,15,108.75,1.93333333333333,29,">=10000 & <50000","North America","<100"
"108687","March","failed",14,30,45.2421428571429,8.99997016066351,21.113,">=2000 & <10000","Europe","<100"
"108690","July","failed",1,30,1.57,0.200349654811582,0.0523333333333333,"<2000","Europe","<100"
"108692","February","failed",0,15,0,0,0,">=10000 & <50000","North America","<100"
"108696","March","successful",368,21,15.1545652173913,335.499861634161,265.565714285714,"<2000","North America",">100"
"108745","March","failed",32,30,33.21875,7.08666666666667,35.4333333333333,">=10000 & <50000","North America","<100"
"108749","February","failed",3,30,18.6666666666667,0.56,1.86666666666667,">=10000 & <50000","North America","<100"
"108759","April","failed",13,30,24.4615384615385,7.06666666666667,10.6,">=2000 & <10000","North America","<100"
"108760","January","failed",3,10,26.9333333333333,25.35538331189,8.08,"<2000","Europe","<100"
"108798","July","successful",363,28,39.6942148760331,110.838461538462,514.607142857143,">=10000 & <50000","North America",">100"
"108829","October","successful",131,25,77.2148091603053,102.56245424551,404.6056,">=2000 & <10000","Europe",">100"
"108895","November","failed",1,14,49.67,0.0599986543486824,3.54785714285714,">=50000 & <100000","Europe","<100"
"108901","June","successful",798,33,51.5714285714286,164.616,1247.09090909091,">=10000 & <50000","North America",">100"
"108938","September","failed",2,30,4.62,0.239937055473759,0.308,">=2000 & <10000","Europe","<100"
"108966","May","successful",917,30,62.7208287895311,302.710526315789,1917.16666666667,">=10000 & <50000","North America",">100"
"109020","March","failed",3,45,13.6666666666667,0.0683333333333333,0.911111111111111,">=50000 & <100000","North America","<100"
"109034","June","failed",5,31,79.4,1.588,12.8064516129032,">=10000 & <50000","North America","<100"
"109041","October","successful",572,35,33.2937062937063,126.96,544.114285714286,">=10000 & <50000","North America",">100"
"109058","March","successful",476,29,34.8051260504202,344.353082026638,571.284137931035,">=2000 & <10000","Europe",">100"
"109097","October","failed",267,30,31.8076779026217,24.2969598223929,283.088333333333,">=10000 & <50000","Europe","<100"
"109099","March","successful",288,40,46.3784722222222,121.427272727273,333.925,">=10000 & <50000","North America",">100"
"109115","August","failed",1,59,1,0.0333333333333333,0.0169491525423729,">=2000 & <10000","North America","<100"
"109118","August","failed",1,34,1,0.2,0.0294117647058824,"<2000","North America","<100"
"109139","April","successful",4774,21,118.841642228739,1134.7,27016.6666666667,">=50000 & <100000","North America",">100"
"109160","September","successful",214,24,131.425373831776,504.939515043142,1171.87625,">=2000 & <10000","Europe",">100"
"109219","September","failed",100,30,31.26,31.26,104.2,">=10000 & <50000","North America","<100"
"109228","July","successful",23,23,50.6313043478261,253.167529023001,50.6313043478261,"<2000","North America",">100"
"109262","October","successful",586,20,55.2610921501706,431.773333333333,1619.15,">=2000 & <10000","North America",">100"
"109264","February","successful",507,31,56.1328007889546,147.888921684581,918.042903225807,">=10000 & <50000","Europe",">100"
"109367","August","failed",1,30,150,0.05,5,">=100000","North America","<100"
"109390","July","successful",152,30,37.3947368421053,227.36,189.466666666667,">=2000 & <10000","North America",">100"
"109442","July","successful",88,31,32.2272727272727,101.285714285714,91.4838709677419,">=2000 & <10000","North America",">100"
"109465","September","failed",0,30,0,0,0,">=100000","Europe","<100"
"109476","January","successful",1662,30,76.658844765343,1274.07,4246.9,">=10000 & <50000","North America",">100"
"109479","October","failed",2,30,39.565,0.400017996512923,2.63766666666667,">=10000 & <50000","Europe","<100"
"109579","March","successful",63,21,67,211.05,201,">=2000 & <10000","North America",">100"
"109619","March","successful",1276,18,53.6896551724138,342.54,3806,">=10000 & <50000","North America",">100"
"109663","June","successful",273,39,52.2087912087912,1425.3,365.461538461538,"<2000","North America",">100"
"109672","March","successful",324,30,39.0030864197531,140.411111111111,421.233333333333,">=2000 & <10000","North America",">100"
"109683","November","failed",0,30,0,0,0,">=10000 & <50000","North America","<100"
"109694","August","failed",0,25,0,0,0,">=2000 & <10000","Europe","<100"
"109701","May","failed",1,30,1,0.1,0.0333333333333333,"<2000","North America","<100"
"109710","September","failed",18,25,10.6666666666667,38.4,7.68,"<2000","North America","<100"
"109757","June","successful",192,33,53.15625,102.06,309.272727272727,">=10000 & <50000","North America",">100"
"109774","December","failed",7,25,6.57142857142857,0.613333333333333,1.84,">=2000 & <10000","North America","<100"
"109799","May","successful",127,30,17.804094488189,100.925285329786,75.3706666666667,">=2000 & <10000","Europe",">100"
"109822","August","successful",1144,30,43.7543706293706,417.125,1668.5,">=10000 & <50000","North America",">100"
"109834","November","successful",1529,24,81.5094964028777,830.853466666667,5192.83416666667,">=10000 & <50000","North America",">100"
"109857","August","failed",23,30,37.6521739130435,2.88666666666667,28.8666666666667,">=10000 & <50000","North America","<100"
"109930","June","failed",3,30,36,10.8,3.6,"<2000","North America","<100"
"109945","April","failed",6,30,69.3233333333333,1.91577569478765,13.8646666666667,">=10000 & <50000","Europe","<100"
"109947","February","failed",0,30,0,0,0,">=100000","North America","<100"
"109963","November","successful",186,30,28.0290322580645,203.750312656328,173.78,">=2000 & <10000","Asia & Pacific",">100"
"109971","December","failed",6,60,17.7066666666667,0.29201124946952,1.77066666666667,">=10000 & <50000","Europe","<100"
"110044","September","successful",368,26,126.017663043478,832.579291128514,1783.63461538462,">=2000 & <10000","Europe",">100"
"110065","June","successful",44,29,76.2954545454545,134.28,115.758620689655,">=2000 & <10000","North America",">100"
"110071","November","successful",462,18,125.069264069264,192.606666666667,3210.11111111111,">=10000 & <50000","North America",">100"
"110090","September","failed",60,30,29.1563333333333,40.1749031441688,58.3126666666667,">=2000 & <10000","Europe","<100"
"110107","November","successful",537,30,61.8491620111732,276.775,1107.1,">=10000 & <50000","North America",">100"
"110149","June","successful",75,21,11.52,2880,41.1428571428571,"<2000","North America",">100"
"110150","March","failed",1,30,36.6,8.6676455264529,1.22,"<2000","Europe","<100"
"110155","February","successful",339,59,59.0737463126844,100.13,339.423728813559,">=10000 & <50000","North America",">100"
"110192","August","successful",52,30,37.8342307692308,144.999336684306,65.5793333333333,"<2000","Europe",">100"
"110200","November","failed",0,15,0,0,0,"<2000","Asia & Pacific","<100"
"110221","February","failed",2,30,13.63,0.0897552867872382,0.908666666666667,">=10000 & <50000","Asia & Pacific","<100"
"110246","February","successful",478,30,52.3200836820084,125.045,833.633333333333,">=10000 & <50000","North America",">100"
"110274","April","successful",401,30,92.9800498753117,149.14,1242.83333333333,">=10000 & <50000","North America",">100"
"110317","August","successful",236,30,39.2400847457627,127.009898111308,308.688666666667,">=2000 & <10000","Asia & Pacific",">100"
"110323","June","failed",32,31,136.9375,3.65166666666667,141.354838709677,">=100000","North America","<100"
"110403","August","successful",3205,20,20.4764430577223,2625.08,3281.35,">=2000 & <10000","North America",">100"
"110419","August","successful",166,21,53.5602409638554,222.275,423.380952380952,">=2000 & <10000","North America",">100"
"110480","August","successful",197,31,41,107.136224963523,260.548387096774,">=2000 & <10000","North America",">100"
"110485","October","successful",9,17,11.1111111111111,100,5.88235294117647,"<2000","North America","=100"
"110486","January","failed",3,30,17,0.204,1.7,">=10000 & <50000","North America","<100"
"110521","March","failed",21,30,74.7390476190476,10.1700208840775,52.3173333333333,">=10000 & <50000","Europe","<100"
"110530","July","successful",15,30,32.5346666666667,250.665159997945,16.2673333333333,"<2000","Europe",">100"
"110600","August","failed",0,44,0,0,0,">=100000","Europe","<100"
"110603","November","failed",16,30,54.0625,21.625,28.8333333333333,">=2000 & <10000","North America","<100"
"110617","June","failed",3,30,37,0.296791443850267,3.7,">=10000 & <50000","North America","<100"
"110635","April","successful",160,30,84.93125,452.966666666667,452.966666666667,">=2000 & <10000","North America",">100"
"110645","February","successful",229,30,43.7875545851528,1649.80503134306,334.245,"<2000","Europe",">100"
"110658","March","successful",243,30,53.9094650205761,649.801587301587,436.666666666667,">=2000 & <10000","North America",">100"
"110661","September","failed",39,40,23.0102564102564,8.69995996118271,22.435,">=10000 & <50000","Asia & Pacific","<100"
"110668","October","successful",502,35,80.9701195219124,101.6175,1161.34285714286,">=10000 & <50000","North America",">100"
"110693","May","successful",213,14,70.686572769953,891.899224576598,1075.44571428571,"<2000","Europe",">100"
"110704","September","failed",9,30,22.1111111111111,3.98,6.63333333333333,">=2000 & <10000","North America","<100"
"110774","June","successful",481,53,105.592266112266,876.420455035676,958.299622641509,">=2000 & <10000","Europe",">100"
"110794","October","successful",4,30,33.5,134,4.46666666666667,"<2000","North America",">100"
"110795","March","failed",61,32,31.0327868852459,27.0428571428571,59.15625,">=2000 & <10000","North America","<100"
"110807","March","failed",747,60,22.4696117804552,15.7240007318282,279.746666666667,">=100000","Asia & Pacific","<100"
"110822","March","successful",84,22,85.3333333333333,286.72,325.818181818182,">=2000 & <10000","North America",">100"
"110835","November","failed",1,36,10,0.180115273775216,0.277777777777778,">=2000 & <10000","North America","<100"
"110840","November","successful",474,30,28.3779535864979,134.5115,448.371666666667,">=10000 & <50000","North America",">100"
"110899","February","failed",2,30,1.45,0.166815266473008,0.0966666666666667,"<2000","Europe","<100"
"110907","May","failed",74,31,33.4594594594595,24.76,79.8709677419355,">=10000 & <50000","North America","<100"
"110955","April","failed",9,30,81.2222222222222,0.0456875,24.3666666666667,">=100000","North America","<100"
"110958","March","failed",41,60,73.219512195122,60.04,50.0333333333333,">=2000 & <10000","North America","<100"
